datetime_AEST,datetime_local,location_id,location_name,BPM2.5,BSP,CO,DBT,NO2,O3,PM10,Sigma05,SO2,SWD,SWS,VWD,VWS
2021-04-29 23:00:00,2021-04-29 23:00:00,10001,Alphington,29.411,99.28,1.198,10.479,21.221,0.495,36.963,29.007,0.659,111.728,0.285,52.646,0.084
2021-04-30 00:00:00,2021-04-30 00:00:00,10001,Alphington,29.015,103.97,1.135,10.308,17.769,0.744,38.262,29.849,0.707,125.815,0.264,108.605,0.125
2021-04-30 01:00:00,2021-04-30 01:00:00,10001,Alphington,28.511,,,10.27,,,29.572,36.801,,113.341,0.244,94.953,0.183
2021-04-30 02:00:00,2021-04-30 02:00:00,10001,Alphington,25.285,74.582,0.746,9.917,12.533,0.264,23.67,37.182,0.435,110.88,0.266,93.849,0.172
2021-04-30 03:00:00,2021-04-30 03:00:00,10001,Alphington,23.534,69.89,0.557,9.328,11.401,0.268,24.419,26.5,0.257,81.008,0.291,70.125,0.256
2021-04-30 04:00:00,2021-04-30 04:00:00,10001,Alphington,25.19,63.929,0.466,8.869,9.182,0.237,21.834,33.999,0.014,99.245,0.225,56.232,0.164
2021-04-30 05:00:00,2021-04-30 05:00:00,10001,Alphington,24.069,56.167,0.353,8.506,8.515,0.202,19.434,21.212,-0.061,80.204,0.331,80.136,0.255
2021-04-30 06:00:00,2021-04-30 06:00:00,10001,Alphington,20.116,54.209,0.378,8.17,7.666,0.212,19.691,25.896,-0.021,68.898,0.296,59.597,0.24
2021-04-30 07:00:00,2021-04-30 07:00:00,10001,Alphington,18.702,54.614,0.433,8.464,10.971,0.323,30.289,25.975,0.118,72.423,0.462,64.643,0.419
2021-04-30 08:00:00,2021-04-30 08:00:00,10001,Alphington,15.261,51.734,0.331,10.655,12.098,1.279,31.74,26.973,0.046,74.169,0.751,72.101,0.675
2021-04-30 09:00:00,2021-04-30 09:00:00,10001,Alphington,9.24,52.397,0.341,13.694,14.462,2.774,35.838,29.244,-0.113,70.802,0.755,64.318,0.68
2021-04-30 10:00:00,2021-04-30 10:00:00,10001,Alphington,3.654,43.119,0.316,17.595,15.536,5.619,22.869,28.392,-0.136,69.419,0.92,66.249,0.818
2021-04-30 11:00:00,2021-04-30 11:00:00,10001,Alphington,0.661,40.392,0.196,21.646,9.887,19.179,15.539,25.019,-0.292,62.859,1.946,33.902,1.718
2021-04-30 12:00:00,2021-04-30 12:00:00,10001,Alphington,3.804,42.412,0.091,24.335,4.902,35.954,29.457,24.156,-0.617,88.893,2.771,17.03,2.574
2021-04-30 13:00:00,2021-04-30 13:00:00,10001,Alphington,12.151,40.547,0.08,25.145,5.238,38.646,30.142,23.898,-0.986,91.392,2.744,15.857,2.572
2021-04-30 14:00:00,2021-04-30 14:00:00,10001,Alphington,12.965,38.268,0.067,25.449,6.292,38.852,33.473,30.722,-0.994,127.365,2.107,11.136,1.874
2021-04-30 15:00:00,2021-04-30 15:00:00,10001,Alphington,13.374,35.061,0.081,24.614,7.21,37.764,29.558,28.719,-1.071,126.137,1.791,12.118,1.61
2021-04-30 16:00:00,2021-04-30 16:00:00,10001,Alphington,17.186,36.801,0.11,24.282,8.646,36.663,30.182,20.628,-0.909,87.628,1.777,14.948,1.679
2021-04-30 17:00:00,2021-04-30 17:00:00,10001,Alphington,20.437,64.543,0.371,21.06,25.302,18.72,47.427,13.81,-0.476,50.493,0.94,23.188,0.887
2021-04-30 18:00:00,2021-04-30 18:00:00,10001,Alphington,24.169,43.403,0.562,17.396,36.163,1.34,43.58,11.582,-0.142,35.656,0.661,32.25,0.646
2021-04-30 19:00:00,2021-04-30 19:00:00,10001,Alphington,22.693,52.774,0.662,15.48,34.319,0.606,48.247,28.544,0.222,93.33,0.279,73.584,0.221
2021-04-30 20:00:00,2021-04-30 20:00:00,10001,Alphington,21.387,73.683,0.563,13.618,33.198,0.851,52.963,33.793,0.03,93.404,0.348,58.71,0.275
2021-04-30 21:00:00,2021-04-30 21:00:00,10001,Alphington,16.826,83.563,0.344,12.942,21.305,6.857,47.913,13.48,-0.29,54.925,0.473,54.518,0.454
2021-04-30 22:00:00,2021-04-30 22:00:00,10001,Alphington,15.077,102.245,0.365,12.637,14.059,9.071,45.071,18.68,-0.272,54.878,0.574,47.215,0.536
2021-04-30 23:00:00,2021-04-30 23:00:00,10001,Alphington,16.429,116.858,0.368,12.926,8.246,13.353,46.396,27.608,-0.065,67.186,0.542,52.587,0.486
2021-05-01 00:00:00,2021-05-01 00:00:00,10001,Alphington,26.752,103.525,0.342,11.404,10.016,9.749,40.562,24.7,-0.049,58.02,0.537,39.57,0.492
2021-05-01 01:00:00,2021-05-01 01:00:00,10001,Alphington,33.136,,,11.258,,,38.809,21.793,,47.265,0.727,38.385,0.68
2021-05-01 02:00:00,2021-05-01 02:00:00,10001,Alphington,31.646,101.183,0.294,11.136,5.926,11.872,38.86,21.675,0.031,50.287,0.867,37.017,0.814
2021-05-01 03:00:00,2021-05-01 03:00:00,10001,Alphington,31.295,92.642,0.29,10.277,6.922,9.102,34.3,25.987,0.029,102.644,0.519,21.014,0.47
2021-05-01 04:00:00,2021-05-01 04:00:00,10001,Alphington,31.076,96.644,0.285,10.17,6.446,10.091,35.865,18.561,-0.065,54.02,0.667,45.273,0.62
2021-05-01 05:00:00,2021-05-01 05:00:00,10001,Alphington,30.826,106.365,0.286,10.444,4.848,12.75,37.764,23.538,0.194,52.161,0.749,40.906,0.692
2021-05-01 06:00:00,2021-05-01 06:00:00,10001,Alphington,28.114,105.972,0.308,9.497,11.844,5.263,40.879,23.789,0.129,113.504,0.458,33.937,0.366
2021-05-01 07:00:00,2021-05-01 07:00:00,10001,Alphington,28.074,106.813,0.328,9.66,11.393,6.224,42.078,42.637,0.19,102.983,0.501,52.845,0.35
2021-05-01 08:00:00,2021-05-01 08:00:00,10001,Alphington,25.621,106.853,0.346,12.223,11.835,9.167,42.579,27.974,0.244,58.593,0.694,47.122,0.622
2021-05-01 09:00:00,2021-05-01 09:00:00,10001,Alphington,21.979,97.981,0.368,15.991,15.922,9.573,45.856,26.121,0.201,75.32,0.742,74.516,0.669
2021-05-01 10:00:00,2021-05-01 10:00:00,10001,Alphington,18.213,82.224,0.285,20.63,14.675,21.49,40.388,29.654,0.163,74.742,1.491,23.381,1.347
2021-05-01 11:00:00,2021-05-01 11:00:00,10001,Alphington,16.558,67.695,0.162,23.767,5.5,35.87,36.583,28.868,0.118,129.224,2.167,9.524,1.975
2021-05-01 12:00:00,2021-05-01 12:00:00,10001,Alphington,15.002,64.243,0.12,25.095,4.182,40.461,34.424,25.878,-0.148,100.763,2.773,14.689,2.588
2021-05-01 13:00:00,2021-05-01 13:00:00,10001,Alphington,13.582,57.74,0.094,25.869,4.117,41.297,35.542,28.943,-0.394,140.088,2.382,8.557,2.16
2021-05-01 14:00:00,2021-05-01 14:00:00,10001,Alphington,14.734,55.36,0.107,25.449,4.05,41.541,37.59,27.262,-0.506,128.639,2.108,9.477,1.903
2021-05-01 15:00:00,2021-05-01 15:00:00,10001,Alphington,17.609,52.026,0.102,24.686,3.755,40.612,33.19,25.982,-0.386,114.494,2.102,11.721,1.942
2021-05-01 16:00:00,2021-05-01 16:00:00,10001,Alphington,20.47,60.461,0.244,23.28,6.982,35.658,43.845,17.19,-0.269,47.981,1.492,27.662,1.418
2021-05-01 17:00:00,2021-05-01 17:00:00,10001,Alphington,21.075,65.466,0.336,20.462,20.83,17.964,48.404,18.854,-0.187,54.181,0.466,45.13,0.433
2021-05-01 18:00:00,2021-05-01 18:00:00,10001,Alphington,20.471,84.299,0.444,17.97,25.964,10.275,43.553,13.616,-0.032,41.318,0.663,36.271,0.635
2021-05-01 19:00:00,2021-05-01 19:00:00,10001,Alphington,21.622,107.466,0.443,17.334,23.943,11.617,53.832,19.232,-0.028,54.43,0.611,49.528,0.572
2021-05-01 20:00:00,2021-05-01 20:00:00,10001,Alphington,28.141,116.994,0.352,17.048,13.335,19.439,55.347,24.46,0.291,60.676,0.63,48.529,0.579
2021-05-01 21:00:00,2021-05-01 21:00:00,10001,Alphington,31.007,124.062,0.324,16.314,10.048,20.404,52.236,26.758,0.122,61.992,0.612,45.074,0.552
2021-05-01 22:00:00,2021-05-01 22:00:00,10001,Alphington,31.793,126.165,0.365,15.43,10,18.404,49.068,21.204,0.025,54.016,0.544,44.988,0.504
2021-05-01 23:00:00,2021-05-01 23:00:00,10001,Alphington,32.349,129.587,0.334,14.627,8.881,17.637,48.005,22.304,-0.233,50.801,0.517,39.19,0.479
2021-05-02 00:00:00,2021-05-02 00:00:00,10001,Alphington,31.961,126.371,0.317,14.616,6.366,18.677,44.793,25.009,-0.201,58.79,0.506,49.025,0.464
2021-05-02 01:00:00,2021-05-02 01:00:00,10001,Alphington,30.895,,,14.527,,,42.011,19.557,,47.796,0.868,41.64,0.822
2021-05-02 02:00:00,2021-05-02 02:00:00,10001,Alphington,32.153,124.464,0.308,13.457,5.061,18.231,43.715,15.644,-0.314,40.121,0.995,32.601,0.959
2021-05-02 03:00:00,2021-05-02 03:00:00,10001,Alphington,32.33,126.92,0.316,13.505,4.801,19.023,41.189,20.64,-0.175,52.636,0.876,44.886,0.821
2021-05-02 04:00:00,2021-05-02 04:00:00,10001,Alphington,29.513,120.288,0.297,13.739,4.289,20.431,39.334,22.483,0.013,55.29,0.725,48.647,0.672
2021-05-02 05:00:00,2021-05-02 05:00:00,10001,Alphington,27.813,113.814,0.273,13.477,4.033,19.333,40.864,17.979,0.1,53.224,0.477,49.154,0.449
2021-05-02 06:00:00,2021-05-02 06:00:00,10001,Alphington,27.687,111.418,0.279,12.475,6.997,11.213,38.807,42.331,-0.061,115.836,0.238,59.575,0.145
2021-05-02 07:00:00,2021-05-02 07:00:00,10001,Alphington,27.723,108.501,0.343,12.398,9.729,4.923,39.61,25.236,-0.199,92.858,0.275,88.144,0.248
2021-05-02 08:00:00,2021-05-02 08:00:00,10001,Alphington,25.516,106.837,0.383,14.881,14.018,6.128,40.273,28.087,-0.121,120.235,0.417,91.523,0.195
2021-05-02 09:00:00,2021-05-02 09:00:00,10001,Alphington,21.474,78.913,0.31,18.918,11.643,14.507,30.442,25.141,0.011,138.121,0.661,21.574,0.15
2021-05-02 10:00:00,2021-05-02 10:00:00,10001,Alphington,15.956,46.276,0.18,21.179,5.611,24.469,20.292,22.848,0.026,78.772,2.154,18.227,2.036
2021-05-02 11:00:00,2021-05-02 11:00:00,10001,Alphington,13.862,38.711,0.144,22.773,4.385,27.266,25.079,21.685,-0.143,85.391,2.839,15.505,2.694
2021-05-02 12:00:00,2021-05-02 12:00:00,10001,Alphington,12.242,35.727,0.125,24.68,4.045,29.89,21.534,22.193,-0.49,79.621,3.084,16.746,2.912
2021-05-02 13:00:00,2021-05-02 13:00:00,10001,Alphington,9.269,27.554,0.11,25.593,3.52,30.088,21.69,23.333,-0.915,92.922,2.8,16.826,2.595
2021-05-02 14:00:00,2021-05-02 14:00:00,10001,Alphington,6.629,20.564,0.073,26.728,2.543,30.794,24.363,26.45,-1.094,126.093,3.251,10.336,3.005
2021-05-02 15:00:00,2021-05-02 15:00:00,10001,Alphington,6.66,18.527,0.075,25.918,2.348,30.909,19.67,27.76,-1.152,123.954,2.896,10.706,2.644
2021-05-02 16:00:00,2021-05-02 16:00:00,10001,Alphington,8.966,18.34,0.077,25.188,3.162,29.972,23.244,19.361,-1.045,67.873,2.405,19.332,2.287
2021-05-02 17:00:00,2021-05-02 17:00:00,10001,Alphington,8.958,18.466,0.101,23.674,5.127,26.33,23.691,17.091,-1.02,39.539,2.084,28.652,1.997
2021-05-02 18:00:00,2021-05-02 18:00:00,10001,Alphington,7.693,16.834,0.098,23.135,4.607,25.8,25.591,17.092,-0.739,72.074,2.694,15.544,2.591
2021-05-02 19:00:00,2021-05-02 19:00:00,10001,Alphington,6.094,12.503,0.097,21.426,4.021,24.16,27.706,26.786,-0.683,137.476,2.683,5.953,2.387
2021-05-02 20:00:00,2021-05-02 20:00:00,10001,Alphington,2.658,9.765,0.137,19.028,4.676,20.635,24.341,21.116,-0.584,120.574,1.763,9.883,1.66
2021-05-02 21:00:00,2021-05-02 21:00:00,10001,Alphington,-0.933,11.565,0.159,18.42,6.808,15.735,9.97,31.135,-0.264,186.539,1.429,341.713,0.827
2021-05-02 22:00:00,2021-05-02 22:00:00,10001,Alphington,1.544,12.406,0.195,17.513,8.087,11.853,10.628,22.559,-0.093,158.126,0.761,351.438,0.491
2021-05-02 23:00:00,2021-05-02 23:00:00,10001,Alphington,5.266,19.122,0.2,16.85,9.314,10.748,10.043,28.142,0.024,269.005,0.825,292.86,0.677
2021-05-03 00:00:00,2021-05-03 00:00:00,10001,Alphington,8.02,35.441,0.192,15.77,9.674,11.285,23.916,24.263,0.014,266.56,0.872,282.259,0.726
2021-05-03 01:00:00,2021-05-03 01:00:00,10001,Alphington,12.738,,,14.009,,,22.752,28.997,,159.062,0.437,338.07,0.22
2021-05-03 02:00:00,2021-05-03 02:00:00,10001,Alphington,15.155,32.876,0.17,12.864,10.352,3.832,20.652,34.502,0.023,137.529,0.523,20.578,0.317
2021-05-03 03:00:00,2021-05-03 03:00:00,10001,Alphington,15.616,32.126,0.182,12.257,10.302,1.794,17.649,52.302,0.033,162.577,0.348,13.422,0.122
2021-05-03 04:00:00,2021-05-03 04:00:00,10001,Alphington,13.966,30.695,0.192,12.276,10.633,1.117,20.052,49.151,0.029,134.811,0.552,30.977,0.182
2021-05-03 05:00:00,2021-05-03 05:00:00,10001,Alphington,13.491,29.035,0.203,12.831,11.797,0.843,17.913,32.341,0.133,129.718,0.69,37.789,0.28
2021-05-03 06:00:00,2021-05-03 06:00:00,10001,Alphington,9.584,30.506,0.253,12.509,12.646,0.189,9.72,26.51,0.148,112.542,0.42,110.642,0.14
2021-05-03 07:00:00,2021-05-03 07:00:00,10001,Alphington,9.265,47.978,0.426,12.196,14.63,0.325,25.975,24.625,0.357,200.432,0.337,330.109,0.199
2021-05-03 08:00:00,2021-05-03 08:00:00,10001,Alphington,9.683,40.417,0.593,13.897,22.759,0.582,33.875,34.768,0.498,241.487,0.854,245.973,0.71
2021-05-03 09:00:00,2021-05-03 09:00:00,10001,Alphington,9.288,26.572,0.327,14.977,22.03,1.763,7.123,27.219,0.279,280.676,1.024,288.553,0.93
2021-05-03 10:00:00,2021-05-03 10:00:00,10001,Alphington,7.709,20.424,0.251,15.812,16.457,5.811,12.808,24.153,0.065,274.684,0.903,292.521,0.794
2021-05-03 11:00:00,2021-05-03 11:00:00,10001,Alphington,10.36,22.837,0.246,16.175,19.481,5.351,20.838,27.832,-0.012,262.738,0.914,267.83,0.747
2021-05-03 12:00:00,2021-05-03 12:00:00,10001,Alphington,14.329,24.87,0.231,17.52,16.301,8.133,24.694,47.798,-0.044,199.856,0.657,323.192,0.291
2021-05-03 13:00:00,2021-05-03 13:00:00,10001,Alphington,10.491,21.938,0.186,18.386,12.504,14.609,17.208,37.326,0.533,161.313,1.134,182.463,0.635
2021-05-03 14:00:00,2021-05-03 14:00:00,10001,Alphington,5.868,17.376,0.128,19.047,5.514,24.324,16.236,22.449,0.134,184.401,2.02,187.711,1.849
2021-05-03 15:00:00,2021-05-03 15:00:00,10001,Alphington,4.651,19.914,0.147,17.272,6.558,22.303,21.537,23.047,0.11,196.992,2.371,198.373,2.199
2021-05-03 16:00:00,2021-05-03 16:00:00,10001,Alphington,6.104,18.348,0.146,16.051,5.518,22.082,14.079,21.85,-0.038,189.392,2.336,192.601,2.207
2021-05-03 17:00:00,2021-05-03 17:00:00,10001,Alphington,6.263,13.466,0.159,14.917,6.264,19.848,9.165,28.912,-0.071,157.675,1.368,173.425,1.136
2021-05-03 18:00:00,2021-05-03 18:00:00,10001,Alphington,5.59,14.911,0.205,14.568,9.306,14.69,10.854,34.191,-0.03,120.821,0.755,138.01,0.402
2021-05-03 19:00:00,2021-05-03 19:00:00,10001,Alphington,6.617,11.518,0.165,14.656,7.085,16.299,8.739,29.761,-0.04,177.98,1.376,183.384,1.235
2021-05-03 20:00:00,2021-05-03 20:00:00,10001,Alphington,9.582,9.665,0.154,13.751,5.392,17.253,5.369,26.592,0.098,185.395,1.585,191.484,1.455
2021-05-03 21:00:00,2021-05-03 21:00:00,10001,Alphington,9.035,14.031,0.177,13.511,6.579,13.323,6.282,25.786,0.062,187.725,0.562,189.147,0.493
2021-05-03 22:00:00,2021-05-03 22:00:00,10001,Alphington,7.763,21.261,0.252,13.483,11.588,7.665,9.075,19.925,0.045,276.472,0.484,282.197,0.409
2021-05-03 23:00:00,2021-05-03 23:00:00,10001,Alphington,6.548,21.374,0.235,13.43,10.133,9.054,8.41,29.79,-0.042,225.425,0.915,243.035,0.696
2021-05-04 00:00:00,2021-05-04 00:00:00,10001,Alphington,5.804,7.317,0.104,10.468,2.944,20.859,,21.927,-0.043,253.946,2.927,252.575,2.744
2021-05-04 01:00:00,2021-05-04 01:00:00,10001,Alphington,8.642,,,9.554,,,1.111,26.195,,263.791,2.227,265.195,2.029
2021-05-04 02:00:00,2021-05-04 02:00:00,10001,Alphington,7.577,3.148,0.08,9.61,1.992,20.57,2.806,28.146,0.012,274.046,1.282,275.839,1.145
2021-05-04 03:00:00,2021-05-04 03:00:00,10001,Alphington,5.145,3.823,0.094,9.79,3.292,17.85,0.604,24.73,0.089,276.455,1.109,282.894,0.951
2021-05-04 04:00:00,2021-05-04 04:00:00,10001,Alphington,1.416,5.842,0.105,10.126,4.078,15.271,6.484,26.302,0.301,281.528,0.841,299.514,0.725
2021-05-04 05:00:00,2021-05-04 05:00:00,10001,Alphington,0.206,9.68,0.124,10.632,7.052,11.705,7.573,23.636,0.237,289.815,1.154,306.375,1.064
2021-05-04 06:00:00,2021-05-04 06:00:00,10001,Alphington,-1.601,11.84,0.15,10.703,11.003,6.233,6.069,28.426,0.179,95.724,0.62,93.347,0.554
2021-05-04 07:00:00,2021-05-04 07:00:00,10001,Alphington,-1.723,14.901,0.186,10.715,14.986,2.757,12.157,35.381,0.039,113.058,0.534,114.44,0.361
2021-05-04 08:00:00,2021-05-04 08:00:00,10001,Alphington,0.2,23.261,0.242,11.056,18.187,2.002,13.828,38.696,0.36,100.326,0.533,86.636,0.359
2021-05-04 09:00:00,2021-05-04 09:00:00,10001,Alphington,1.563,39.659,0.329,11.851,20.053,1.762,17.598,53.042,0.382,184.568,0.449,189.938,0.13
2021-05-04 10:00:00,2021-05-04 10:00:00,10001,Alphington,1.826,30.124,0.276,13.889,16.902,4.038,19.731,28.042,0.263,174.506,1.54,176.541,1.377
2021-05-04 11:00:00,2021-05-04 11:00:00,10001,Alphington,1.474,18.333,0.183,15.32,8.966,11.494,15.462,33.017,-0.012,152.371,1.686,151.348,1.47
2021-05-04 12:00:00,2021-05-04 12:00:00,10001,Alphington,3.906,15.893,0.161,15.694,7.734,15.797,5.91,30.955,-0.038,161.374,2.093,162.419,1.832
2021-05-04 13:00:00,2021-05-04 13:00:00,10001,Alphington,7.718,19.093,0.148,15.433,6.423,17.626,14.97,30.144,0.053,164.581,2.114,164.899,1.881
2021-05-04 14:00:00,2021-05-04 14:00:00,10001,Alphington,9.326,22.514,0.148,15.507,6.499,16.956,17.127,30.059,-0.014,168.643,2.467,171.291,2.15
2021-05-04 15:00:00,2021-05-04 15:00:00,10001,Alphington,9.64,20.5,0.142,14.696,6.834,15.3,21.777,25,-0.094,182.304,2.895,185.807,2.671
2021-05-04 16:00:00,2021-05-04 16:00:00,10001,Alphington,10.427,21.019,0.126,14.2,4.93,17.696,18.94,19.968,0.03,187.018,3.638,190.315,3.462
2021-05-04 17:00:00,2021-05-04 17:00:00,10001,Alphington,10.767,19.95,0.145,13.736,6.149,17.207,18.762,28.315,0.32,177.808,2.653,180.861,2.387
2021-05-04 18:00:00,2021-05-04 18:00:00,10001,Alphington,12.331,21.549,0.146,13.365,6.674,17.348,18.867,29.328,-0.005,173.444,2.111,176.384,1.876
2021-05-04 19:00:00,2021-05-04 19:00:00,10001,Alphington,10.099,17.372,0.15,13.217,6.751,17.203,18.959,30.166,0.01,175.436,1.575,177.547,1.404
2021-05-04 20:00:00,2021-05-04 20:00:00,10001,Alphington,5.282,25.713,0.174,13.078,7.576,15.904,21.153,30.713,-0.03,157.597,1.184,158.813,1.035
2021-05-04 21:00:00,2021-05-04 21:00:00,10001,Alphington,4.76,27.205,0.192,12.508,10.326,13.178,21.251,32.432,0.094,160.966,1.018,159.597,0.896
2021-05-04 22:00:00,2021-05-04 22:00:00,10001,Alphington,4.981,26.67,0.156,12.357,7.732,16.023,14.373,26.784,0.045,174.171,1.395,178.692,1.263
2021-05-04 23:00:00,2021-05-04 23:00:00,10001,Alphington,7.83,31.135,0.155,11.093,6.875,15.181,14.718,24.061,0.05,174.396,0.908,178.105,0.833
2021-05-05 00:00:00,2021-05-05 00:00:00,10001,Alphington,10.069,29.03,0.204,9.375,9.309,9.738,14.135,27.08,-0.074,192.721,0.749,193.987,0.638
2021-05-05 01:00:00,2021-05-05 01:00:00,10001,Alphington,9.996,,,8.595,,,13.358,21.539,,148.267,0.37,4.992,0.203
2021-05-05 02:00:00,2021-05-05 02:00:00,10001,Alphington,8.07,17.14,0.212,7.425,10.639,1.622,11.128,23.304,-0.132,177.365,0.387,340.432,0.184
2021-05-05 03:00:00,2021-05-05 03:00:00,10001,Alphington,6.696,20.109,0.335,6.69,10.691,0.448,9.554,13.653,0.098,278.165,0.455,282.214,0.409
2021-05-05 04:00:00,2021-05-05 04:00:00,10001,Alphington,5.814,24.302,0.291,6.67,10.336,0.355,11.649,14.904,0.091,68.704,0.509,17.387,0.47
2021-05-05 05:00:00,2021-05-05 05:00:00,10001,Alphington,6.307,31.045,0.298,6.205,10.011,0.469,12.776,31.075,0.032,220.796,0.349,321.999,0.196
2021-05-05 06:00:00,2021-05-05 06:00:00,10001,Alphington,7.195,46.017,0.463,5.716,15.627,0.433,18.46,22.493,0.406,241.462,0.402,321.326,0.288
2021-05-05 07:00:00,2021-05-05 07:00:00,10001,Alphington,9.939,55.874,0.823,6.04,23.474,0.432,31.092,43.081,0.842,214.359,0.3,286.485,0.161
2021-05-05 08:00:00,2021-05-05 08:00:00,10001,Alphington,8.558,44.401,0.714,8.468,26.049,0.735,46.81,26.341,0.986,144.888,0.51,153.711,0.35
2021-05-05 09:00:00,2021-05-05 09:00:00,10001,Alphington,-0.861,19.183,0.213,12.429,14.961,8.485,29.193,37.807,0.076,151.013,1.232,147.44,1.061
2021-05-05 10:00:00,2021-05-05 10:00:00,10001,Alphington,-1.504,14.324,0.11,14.96,8.06,15.836,-5.222,36.512,-0.086,144.741,1.654,145.136,1.385
2021-05-05 11:00:00,2021-05-05 11:00:00,10001,Alphington,0.142,12.128,0.094,16.475,6.794,17.145,10.63,37.597,0.338,136.636,1.759,141.977,1.413
2021-05-05 12:00:00,2021-05-05 12:00:00,10001,Alphington,1.397,14.697,0.089,17.564,7.443,17.7,15.236,27.911,2.665,169.411,2.352,175.111,2.028
2021-05-05 13:00:00,2021-05-05 13:00:00,10001,Alphington,5.519,16.434,0.085,18.179,6.077,19.924,12.53,30.145,2.626,157.191,2.115,155.59,1.878
2021-05-05 14:00:00,2021-05-05 14:00:00,10001,Alphington,5.749,13.86,0.084,18.531,5.695,20.262,14.99,34.639,1.361,144.182,1.782,145.557,1.492
2021-05-05 15:00:00,2021-05-05 15:00:00,10001,Alphington,7.137,18.753,0.106,17.471,6.469,18.084,17.517,33.18,0.596,152.739,1.612,149.517,1.349
2021-05-05 16:00:00,2021-05-05 16:00:00,10001,Alphington,8.899,23.172,0.141,17.147,9.299,16.52,21.153,30.99,0.748,162.052,1.481,163.659,1.253
2021-05-05 17:00:00,2021-05-05 17:00:00,10001,Alphington,10.13,26.257,0.211,15.33,14.767,11.16,26.728,26.9,0.41,172.172,1.287,174.491,1.159
2021-05-05 18:00:00,2021-05-05 18:00:00,10001,Alphington,9.68,18.69,0.224,14.078,17.151,7.821,23.68,25.019,0.061,175.545,1.416,177.78,1.273
2021-05-05 19:00:00,2021-05-05 19:00:00,10001,Alphington,8.288,20.665,0.217,13.308,15.297,8.246,21.694,23.037,0.067,179.746,1.577,184.492,1.463
2021-05-05 20:00:00,2021-05-05 20:00:00,10001,Alphington,9.495,26.258,0.224,12.641,15.21,6.602,17.034,29.685,0.05,162.797,1.157,165.467,1.015
2021-05-05 21:00:00,2021-05-05 21:00:00,10001,Alphington,10.725,23.455,0.229,11.92,14.005,6.208,14.111,30.601,0.087,157.908,1.015,153.038,0.869
2021-05-05 22:00:00,2021-05-05 22:00:00,10001,Alphington,9.643,20.562,0.206,11.356,14.341,5.026,13.391,26.216,0.037,216.647,0.949,218.638,0.811
2021-05-05 23:00:00,2021-05-05 23:00:00,10001,Alphington,7.274,26.917,0.171,10.759,12.798,6.632,12.797,40.888,0.217,162.32,0.719,158.604,0.576
2021-05-06 00:00:00,2021-05-06 00:00:00,10001,Alphington,7.188,33.858,0.191,9.903,9.231,7.483,11.89,38.443,0.244,170.751,0.447,168.612,0.324
2021-05-06 01:00:00,2021-05-06 01:00:00,10001,Alphington,7.611,,,9.083,,,6.708,25.738,,147.727,0.426,16.652,0.299
2021-05-06 02:00:00,2021-05-06 02:00:00,10001,Alphington,6.972,22.674,0.197,8.105,10.928,0.751,7.4,14.414,0.056,64.924,0.488,21.187,0.469
2021-05-06 03:00:00,2021-05-06 03:00:00,10001,Alphington,10.648,26.651,0.26,7.44,10.577,0.27,9.428,30.573,0.197,125.065,0.268,64.531,0.113
2021-05-06 04:00:00,2021-05-06 04:00:00,10001,Alphington,14.722,25.332,0.313,7.107,9.404,0.284,10.89,32.038,0.267,71.461,0.347,52.932,0.289
2021-05-06 05:00:00,2021-05-06 05:00:00,10001,Alphington,12.867,23.138,0.339,6.669,7.533,0.234,10.576,28.855,0.184,106.232,0.338,96.854,0.275
2021-05-06 06:00:00,2021-05-06 06:00:00,10001,Alphington,10.335,29.88,0.35,6.303,7.598,0.306,14.368,29.373,0.315,90.84,0.306,78.104,0.214
2021-05-06 07:00:00,2021-05-06 07:00:00,10001,Alphington,9.729,35.453,0.409,6.317,9.339,0.377,20.608,35.789,0.29,107.667,0.342,102.8,0.277
2021-05-06 08:00:00,2021-05-06 08:00:00,10001,Alphington,7.519,41.28,0.44,7.489,11.126,0.696,28.513,39.858,0.393,112.335,0.542,111.147,0.432
2021-05-06 09:00:00,2021-05-06 09:00:00,10001,Alphington,3.088,83.246,0.464,10.046,16.036,1.351,41.205,41.251,0.467,107.374,0.655,99.781,0.508
2021-05-06 10:00:00,2021-05-06 10:00:00,10001,Alphington,-1.458,106.516,0.492,13.722,23.095,2.937,51.984,55.476,0.39,149.057,0.687,107.679,0.276
